Date,Document Number,Name,Item,Brand,Category,Quantity,Item Rate,Amount (Tax),Amount (Shipping),Amount (Transaction Total),Amount (Discount),Amount,Shipping State/Province
09/01/2022,SO1203,Birch & Co,Spring Water 24pk,Vanta,Beverages,76,3.93,13.44,24.91,262.36,0.0,224.01,NY
09/01/2022,SO1204,Harbor Wholesale,Spring Water 24pk,Crestline,Personal Care,58,35.44,92.5,26.01,1660.15,0.0,1541.64,NJ
09/01/2022,SO1205,Cedar Mart,Trail Mix,Aurora,Household,16,37.29,26.85,48.4,522.73,0.0,447.48,NJ
09/01/2022,SO1206,Oakwood Retail,Spring Water 24pk,Aurora,Household,98,39.82,175.61,20.17,3122.55,0.0,2926.77,PA
09/01/2022,SO1207,Lakeside Provisions,Trail Mix,Crestline,Snacks,116,23.16,120.9,21.03,2156.85,0.0,2014.92,MA
09/01/2022,SO1208,Willow Distributors,Trail Mix,Vanta,Snacks,105,29.05,137.26,35.2,2460.15,0.0,2287.69,NY
09/01/2022,SO1209,Willow Distributors,Hand Lotion,Aurora,Snacks,55,40.93,101.3,30.86,1820.52,0.0,1688.36,CT
09/01/2022,SO1210,Harbor Wholesale,Hand Lotion,Northwind,Household,102,17.72,81.33,29.5,1466.41,0.0,1355.58,CT
09/01/2022,SO1211,Pine Street Deli,Volume Discount,Aurora,Personal Care,1,-98.75,0.0,0.0,0.0,182.75,-82.69,PA
09/01/2022,SO1212,Birch & Co,Damaged,Aurora,Personal Care,8,41.24,0.0,0.0,0.0,0.0,273.47,DE
10/01/2022,SO1213,Lakeside Provisions,Dish Soap,Crestline,Personal Care,55,32.3,83.51,39.82,1515.21,0.0,1391.88,MD
10/01/2022,SO1214,Harbor Wholesale,Hand Lotion,Crestline,Personal Care,14,41.92,27.59,24.61,512.02,0.0,459.82,NJ
10/01/2022,SO1215,Lakeside Provisions,Cola 12pk,Northwind,Household,88,22.28,92.17,49.0,1677.32,0.0,1536.15,MA
10/01/2022,SO1216,Pine Street Deli,Spring Water 24pk,Crestline,Personal Care,57,17.59,47.13,10.46,843.14,0.0,785.55,PA
10/01/2022,SO1217,Willow Distributors,Spring Water 24pk,Aurora,Personal Care,47,13.09,28.92,3.79,514.74,0.0,482.03,MD
10/01/2022,SO1218,Harbor Wholesale,Cola 12pk,Crestline,Household,27,8.38,10.64,7.6,195.51,0.0,177.27,NY
10/01/2022,SO1219,Willow Distributors,Dish Soap,Northwind,Snacks,20,29.92,28.13,9.09,506.06,0.0,468.84,DE
10/01/2022,SO1220,Maple Grocers,Dish Soap,Aurora,Personal Care,60,20.29,57.23,43.72,1054.78,0.0,953.83,NJ
10/01/2022,SO1221,Summit Foods,Spring Water 24pk,Crestline,Household,31,31.04,45.23,8.62,807.76,0.0,753.91,PA
10/01/2022,SO1222,Summit Foods,Trail Mix,Vanta,Snacks,55,4.72,12.2,8.45,224.04,0.0,203.39,MD
10/01/2022,SO1223,Birch & Co,Cola 12pk,Crestline,Household,96,17.6,79.43,1.59,1404.81,0.0,1323.79,MD
10/01/2022,SO1224,Pine Street Deli,Hand Lotion,Northwind,Household,74,8.07,28.07,23.04,519.0,0.0,467.89,DE
10/01/2022,SO1225,Riverside Market,Hand Lotion,Crestline,Beverages,94,40.56,179.23,6.44,3172.85,0.0,2987.18,NY
10/01/2022,SO1226,Lakeside Provisions,Cola 12pk,Northwind,Household,94,32.0,141.4,1.97,2500.12,0.0,2356.75,NJ
10/01/2022,SO1227,Maple Grocers,Dish Soap,Vanta,Beverages,51,29.37,70.41,4.09,1248.07,0.0,1173.57,CT
10/01/2022,SO1228,Pine Street Deli,Cola 12pk,Crestline,Personal Care,98,9.59,44.18,18.86,799.38,0.0,736.34,MD
10/01/2022,SO1229,Riverside Market,Trail Mix,Crestline,Personal Care,85,14.63,58.46,40.31,1073.08,0.0,974.31,NJ
10/01/2022,SO1230,Willow Distributors,Trail Mix,Crestline,Beverages,117,28.09,154.5,49.31,2778.79,0.0,2574.98,DE
10/01/2022,SO1231,Pine Street Deli,Hand Lotion,Vanta,Beverages,51,18.56,44.5,24.23,810.35,0.0,741.62,NY
10/01/2022,SO1232,Maple Grocers,Dish Soap,Aurora,Personal Care,94,34.92,154.31,26.56,2752.67,0.0,2571.8,NJ
10/01/2022,SO1233,Harbor Wholesale,Cola 12pk,Aurora,Snacks,6,34.39,9.7,1.83,173.2,0.0,161.67,CT
10/01/2022,SO1234,Oakwood Retail,Cola 12pk,Vanta,Personal Care,60,8.59,24.23,34.36,462.4,0.0,403.81,MA
10/01/2022,SO1235,Lakeside Provisions,Spring Water 24pk,Northwind,Personal Care,27,24.49,31.08,26.61,575.76,0.0,518.07,MA
10/01/2022,SO1236,Pine Street Deli,Spring Water 24pk,Vanta,Household,113,39.42,209.4,17.71,3717.15,0.0,3490.04,NY
10/01/2022,SO1237,Cedar Mart,Trail Mix,Vanta,Household,119,13.18,73.73,13.46,1316.04,0.0,1228.85,NJ
10/01/2022,SO1238,Birch & Co,Dish Soap,Crestline,Beverages,105,10.66,52.62,28.2,957.78,0.0,876.96,CT
10/01/2022,SO1239,Harbor Wholesale,Spring Water 24pk,Crestline,Personal Care,21,11.88,11.73,16.37,223.57,0.0,195.47,NJ
10/01/2022,SO1240,Harbor Wholesale,Volume Discount,Aurora,Beverages,1,-180.29,0.0,0.0,0.0,126.85,-142.24,MD
11/01/2022,SO1241,Harbor Wholesale,Trail Mix,Crestline,Snacks,115,27.54,166.27,36.84,2974.32,0.0,2771.21,NJ
11/01/2022,SO1242,Willow Distributors,Trail Mix,Northwind,Snacks,115,34.31,207.15,21.58,3681.17,0.0,3452.44,PA
11/01/2022,SO1243,Willow Distributors,Spring Water 24pk,Northwind,Household,87,18.91,86.37,16.87,1542.76,0.0,1439.52,MD
11/01/2022,SO1244,Summit Foods,Cola 12pk,Northwind,Household,56,30.13,88.58,28.54,1593.49,0.0,1476.37,MD
11/01/2022,SO1245,Riverside Market,Spring Water 24pk,Northwind,Snacks,60,23.93,75.38,16.52,1348.22,0.0,1256.32,NJ
11/01/2022,SO1246,Harbor Wholesale,Cola 12pk,Crestline,Household,37,3.32,6.45,11.27,125.2,0.0,107.48,NJ
11/01/2022,SO1247,Pine Street Deli,Spring Water 24pk,Northwind,Snacks,74,13.33,51.79,8.03,922.94,0.0,863.12,DE
11/01/2022,SO1248,Birch & Co,Spring Water 24pk,Vanta,Beverages,79,6.69,27.75,40.29,530.49,0.0,462.45,CT
11/01/2022,SO1249,Oakwood Retail,Cola 12pk,Vanta,Beverages,28,40.66,59.77,4.01,1059.95,0.0,996.17,CT
11/01/2022,SO1250,Willow Distributors,Spring Water 24pk,Northwind,Household,119,3.77,23.55,34.85,450.95,0.0,392.55,CT
11/01/2022,SO1251,Maple Grocers,Hand Lotion,Aurora,Personal Care,28,7.71,11.33,19.89,220.12,0.0,188.9,CT
11/01/2022,SO1252,Cedar Mart,Hand Lotion,Aurora,Beverages,96,41.53,209.31,0.27,3698.1,0.0,3488.52,NJ
11/01/2022,SO1253,Willow Distributors,Trail Mix,Crestline,Beverages,117,23.61,145.02,36.14,2598.23,0.0,2417.07,NY
11/01/2022,SO1254,Willow Distributors,Cola 12pk,Crestline,Household,66,42.03,145.63,27.84,2600.7,0.0,2427.23,CT
11/01/2022,SO1255,Cedar Mart,Cola 12pk,Crestline,Personal Care,12,23.02,14.5,41.93,298.14,0.0,241.71,NJ
11/01/2022,SO1256,Birch & Co,Trail Mix,Aurora,Personal Care,9,10.86,5.13,16.18,106.83,0.0,85.52,CT
11/01/2022,SO1257,Lakeside Provisions,Dish Soap,Northwind,Personal Care,23,11.38,13.74,36.81,279.57,0.0,229.02,CT
11/01/2022,SO1258,Riverside Market,Dish Soap,Vanta,Personal Care,16,7.82,6.57,30.53,146.58,0.0,109.48,PA
11/01/2022,SO1259,Oakwood Retail,Trail Mix,Crestline,Personal Care,68,6.67,23.81,25.31,445.98,0.0,396.86,NJ
11/01/2022,SO1260,Riverside Market,Damaged,Aurora,Personal Care,3,5.18,0.0,0.0,0.0,0.0,302.45,NY
12/01/2022,SO1261,Summit Foods,Cola 12pk,Crestline,Beverages,9,5.66,3.06,49.5,103.5,0.0,50.94,MA
12/01/2022,SO1262,Riverside Market,Hand Lotion,Crestline,Household,17,31.75,32.38,4.39,576.52,0.0,539.75,MD
12/01/2022,SO1263,Maple Grocers,Dish Soap,Vanta,Household,67,31.62,127.11,38.01,2283.66,0.0,2118.54,PA
12/01/2022,SO1264,Willow Distributors,Cola 12pk,Aurora,Snacks,79,22.87,108.4,30.31,1945.44,0.0,1806.73,NY
12/01/2022,SO1265,Harbor Wholesale,Spring Water 24pk,Vanta,Household,39,17.65,41.3,46.48,776.13,0.0,688.35,MD
12/01/2022,SO1266,Riverside Market,Dish Soap,Crestline,Snacks,66,34.33,135.95,20.43,2422.16,0.0,2265.78,MD
12/01/2022,SO1267,Birch & Co,Cola 12pk,Vanta,Beverages,79,42.41,201.02,9.06,3560.47,0.0,3350.39,MA
12/01/2022,SO1268,Maple Grocers,Trail Mix,Crestline,Household,39,41.91,98.07,36.08,1768.64,0.0,1634.49,DE
12/01/2022,SO1269,Oakwood Retail,Dish Soap,Crestline,Beverages,64,38.36,147.3,6.99,2609.33,0.0,2455.04,NY
12/01/2022,SO1270,Willow Distributors,Hand Lotion,Northwind,Beverages,109,34.52,225.76,39.98,4028.42,0.0,3762.68,NY
12/01/2022,SO1271,Riverside Market,Cola 12pk,Aurora,Snacks,39,9.9,23.17,40.73,450.0,0.0,386.1,CT
12/01/2022,SO1272,Cedar Mart,Dish Soap,Vanta,Snacks,82,24.97,122.85,17.94,2188.33,0.0,2047.54,PA
12/01/2022,SO1273,Oakwood Retail,Cola 12pk,Crestline,Beverages,113,27.71,187.87,34.15,3353.25,0.0,3131.23,NJ
12/01/2022,SO1274,Summit Foods,Cola 12pk,Northwind,Beverages,76,21.44,97.77,18.85,1746.06,0.0,1629.44,DE
12/01/2022,SO1275,Pine Street Deli,Hand Lotion,Aurora,Personal Care,55,29.21,96.39,26.99,1729.93,0.0,1606.55,CT
12/01/2022,SO1276,Lakeside Provisions,Dish Soap,Vanta,Snacks,67,24.11,96.92,11.61,1723.9,0.0,1615.37,MD
12/01/2022,SO1277,Oakwood Retail,Hand Lotion,Aurora,Beverages,101,19.44,117.81,26.59,2107.84,0.0,1963.44,PA
12/01/2022,SO1278,Birch & Co,Dish Soap,Vanta,Beverages,57,41.07,140.46,31.21,2512.66,0.0,2340.99,NY
12/01/2022,SO1279,Willow Distributors,Spring Water 24pk,Vanta,Beverages,55,21.12,69.7,16.64,1247.94,0.0,1161.6,NY
12/01/2022,SO1280,Harbor Wholesale,Trail Mix,Crestline,Household,55,17.07,56.33,6.96,1002.14,0.0,938.85,PA
12/01/2022,SO1281,Riverside Market,Spring Water 24pk,Crestline,Personal Care,19,39.9,45.49,24.77,828.36,0.0,758.1,DE
12/01/2022,SO1282,Summit Foods,Trail Mix,Vanta,Personal Care,98,40.54,238.38,39.43,4250.73,0.0,3972.92,MA
12/01/2022,SO1283,Birch & Co,Cola 12pk,Northwind,Household,42,34.6,87.19,35.35,1575.74,0.0,1453.2,NJ
12/01/2022,SO1284,Maple Grocers,Hand Lotion,Vanta,Beverages,31,34.25,63.7,1.68,1127.13,0.0,1061.75,CT
12/01/2022,SO1285,Oakwood Retail,Cola 12pk,Aurora,Personal Care,90,32.99,178.15,24.7,3171.95,0.0,2969.1,MA
12/01/2022,SO1286,Lakeside Provisions,Dish Soap,Vanta,Beverages,78,17.37,81.29,41.06,1477.21,0.0,1354.86,CT
12/01/2022,SO1287,Oakwood Retail,Trail Mix,Aurora,Personal Care,35,18.91,39.71,22.85,724.41,0.0,661.85,MD
12/01/2022,SO1288,Oakwood Retail,Damaged,Vanta,Beverages,8,9.3,0.0,0.0,0.0,0.0,221.94,CT
01/01/2023,SO1289,Willow Distributors,Hand Lotion,Vanta,Beverages,49,33.24,114.34,32.06,2052.05,0.0,1905.65,CT
01/01/2023,SO1290,Oakwood Retail,Trail Mix,Crestline,Household,119,26.75,223.46,35.81,3983.67,0.0,3724.4,MD
01/01/2023,SO1291,Riverside Market,Cola 12pk,Northwind,Beverages,31,17.52,38.13,9.08,682.66,0.0,635.45,MA
01/01/2023,SO1292,Oakwood Retail,Dish Soap,Northwind,Snacks,78,17.39,95.22,11.37,1693.6,0.0,1587.01,NY
01/01/2023,SO1293,Summit Foods,Dish Soap,Aurora,Snacks,27,22.4,42.46,47.36,797.44,0.0,707.62,NY
01/01/2023,SO1294,Riverside Market,Trail Mix,Northwind,Personal Care,16,41.3,46.39,6.96,826.49,0.0,773.14,CT
01/01/2023,SO1295,Willow Distributors,Cola 12pk,Vanta,Household,86,28.68,173.15,0.91,3059.84,0.0,2885.78,MD
01/01/2023,SO1296,Summit Foods,Hand Lotion,Crestline,Beverages,64,27.9,125.35,5.11,2219.61,0.0,2089.15,CT
01/01/2023,SO1297,Pine Street Deli,Dish Soap,Vanta,Beverages,116,32.26,262.7,46.12,4687.15,0.0,4378.33,PA
01/01/2023,SO1298,Pine Street Deli,Hand Lotion,Aurora,Personal Care,76,30.36,161.98,38.56,2900.15,0.0,2699.61,NJ
01/01/2023,SO1299,Oakwood Retail,Dish Soap,Aurora,Beverages,35,28.48,69.98,21.21,1257.45,0.0,1166.26,DE
01/01/2023,SO1300,Willow Distributors,Cola 12pk,Aurora,Personal Care,33,7.38,17.1,42.02,344.06,0.0,284.94,CT
01/01/2023,SO1301,Cedar Mart,Cola 12pk,Aurora,Snacks,15,21.94,23.1,5.66,413.81,0.0,385.05,PA
01/01/2023,SO1302,Birch & Co,Trail Mix,Vanta,Beverages,25,9.95,17.46,9.32,317.82,0.0,291.04,CT
01/01/2023,SO1303,Oakwood Retail,Spring Water 24pk,Aurora,Snacks,91,41.68,266.26,43.49,4747.42,0.0,4437.67,NJ
01/01/2023,SO1304,Cedar Mart,Hand Lotion,Northwind,Snacks,59,12.55,51.98,30.39,948.7,0.0,866.33,PA
01/01/2023,SO1305,Pine Street Deli,Hand Lotion,Crestline,Personal Care,51,5.3,18.97,16.76,351.98,0.0,316.25,MD
01/01/2023,SO1306,Willow Distributors,Spring Water 24pk,Crestline,Household,56,36.09,141.88,30.19,2536.69,0.0,2364.62,NJ
01/01/2023,SO1307,Riverside Market,Cola 12pk,Crestline,Personal Care,39,19.72,53.99,26.87,980.68,0.0,899.82,PA
01/01/2023,SO1308,Willow Distributors,Trail Mix,Crestline,Household,79,41.76,231.59,23.29,4114.76,0.0,3859.88,NJ
01/01/2023,SO1309,Oakwood Retail,Dish Soap,Northwind,Personal Care,95,33.98,226.61,22.61,4026.1,0.0,3776.88,NY
01/01/2023,SO1310,Pine Street Deli,Cola 12pk,Aurora,Personal Care,47,4.38,14.45,45.64,300.95,0.0,240.86,DE
01/01/2023,SO1311,Summit Foods,Cola 12pk,Crestline,Beverages,58,10.41,42.39,24.92,773.73,0.0,706.42,DE
01/01/2023,SO1312,Birch & Co,Dish Soap,Vanta,Beverages,74,4.42,22.96,15.57,421.21,0.0,382.68,PA
01/01/2023,SO1313,Summit Foods,Trail Mix,Crestline,Household,33,27.38,63.43,31.61,1152.18,0.0,1057.14,MD
01/01/2023,SO1314,Harbor Wholesale,Trail Mix,Vanta,Snacks,32,11.93,26.8,25.76,499.22,0.0,446.66,NY
01/01/2023,SO1315,Pine Street Deli,Spring Water 24pk,Aurora,Beverages,85,43.36,258.73,7.43,4578.31,0.0,4312.15,DE
01/01/2023,SO1316,Willow Distributors,Trail Mix,Crestline,Personal Care,90,6.58,41.57,49.84,784.28,0.0,692.87,NY
01/01/2023,SO1317,Summit Foods,Cola 12pk,Northwind,Snacks,53,15.58,57.97,15.5,1039.59,0.0,966.12,DE
01/01/2023,SO1318,Cedar Mart,Volume Discount,Aurora,Personal Care,1,-96.82,0.0,0.0,0.0,163.96,-82.89,PA
01/01/2023,SO1319,Harbor Wholesale,Lost,Crestline,Personal Care,1,4.54,0.0,0.0,0.0,0.0,404.05,CT
02/01/2023,SO1320,Pine Street Deli,Hand Lotion,Northwind,Snacks,23,5.76,10.06,38.78,216.45,0.0,167.61,PA
02/01/2023,SO1321,Cedar Mart,Dish Soap,Vanta,Personal Care,51,25.16,97.4,26.72,1747.53,0.0,1623.41,MA
02/01/2023,SO1322,Summit Foods,Trail Mix,Vanta,Snacks,117,19.83,176.12,27.98,3139.43,0.0,2935.33,MD
02/01/2023,SO1323,Maple Grocers,Hand Lotion,Crestline,Household,67,7.33,37.28,16.72,675.34,0.0,621.34,MA
02/01/2023,SO1324,Birch & Co,Spring Water 24pk,Aurora,Household,59,42.74,191.42,18.67,3400.41,0.0,3190.32,NJ
02/01/2023,SO1325,Pine Street Deli,Hand Lotion,Northwind,Snacks,78,40.69,240.92,26.33,4282.66,0.0,4015.41,MD
02/01/2023,SO1326,Riverside Market,Trail Mix,Vanta,Personal Care,101,4.07,31.2,7.81,559.08,0.0,520.07,PA
02/01/2023,SO1327,Lakeside Provisions,Spring Water 24pk,Aurora,Personal Care,54,39.41,161.55,20.4,2874.4,0.0,2692.45,MA
02/01/2023,SO1328,Harbor Wholesale,Hand Lotion,Crestline,Beverages,61,12.32,57.05,11.55,1019.4,0.0,950.8,PA
02/01/2023,SO1329,Maple Grocers,Dish Soap,Northwind,Beverages,63,24.23,115.88,29.75,2076.89,0.0,1931.26,MD
02/01/2023,SO1330,Summit Foods,Trail Mix,Crestline,Beverages,115,26.92,235.0,44.37,4196.07,0.0,3916.7,PA
02/01/2023,SO1331,Summit Foods,Hand Lotion,Vanta,Personal Care,96,13.0,94.74,4.97,1678.64,0.0,1578.93,MA
02/01/2023,SO1332,Riverside Market,Spring Water 24pk,Aurora,Household,100,44.53,338.03,30.16,6001.98,0.0,5633.79,NY
02/01/2023,SO1333,Birch & Co,Cola 12pk,Northwind,Personal Care,50,37.87,143.74,19.86,2559.19,0.0,2395.59,NJ
02/01/2023,SO1334,Harbor Wholesale,Dish Soap,Crestline,Beverages,41,8.93,27.79,20.32,511.33,0.0,463.22,NJ
02/01/2023,SO1335,Lakeside Provisions,Cola 12pk,Northwind,Personal Care,59,40.65,182.06,0.65,3217.02,0.0,3034.31,NJ
02/01/2023,SO1336,Cedar Mart,Cola 12pk,Aurora,Beverages,11,33.91,28.32,42.41,542.65,0.0,471.92,DE
02/01/2023,SO1337,Summit Foods,Dish Soap,Northwind,Personal Care,116,10.62,93.51,29.15,1681.24,0.0,1558.58,NJ
02/01/2023,SO1338,Harbor Wholesale,Cola 12pk,Crestline,Personal Care,64,32.57,158.23,45.53,2840.97,0.0,2637.21,NY
02/01/2023,SO1339,Birch & Co,Dish Soap,Aurora,Beverages,73,17.36,96.2,12.97,1712.49,0.0,1603.32,MA
02/01/2023,SO1340,Lakeside Provisions,Hand Lotion,Aurora,Beverages,6,18.25,8.31,1.71,148.56,0.0,138.54,DE
02/01/2023,SO1341,Oakwood Retail,Dish Soap,Vanta,Beverages,24,29.21,53.22,20.47,960.62,0.0,886.93,PA
02/01/2023,SO1342,Oakwood Retail,Trail Mix,Aurora,Beverages,98,18.24,135.69,43.05,2440.25,0.0,2261.51,MD
02/01/2023,SO1343,Summit Foods,Spring Water 24pk,Crestline,Household,103,42.84,334.95,38.18,5955.7,0.0,5582.57,MA
02/01/2023,SO1344,Summit Foods,Hand Lotion,Crestline,Personal Care,28,7.8,16.58,28.29,321.18,0.0,276.31,DE
02/01/2023,SO1345,Summit Foods,Damaged,Aurora,Personal Care,1,23.36,0.0,0.0,0.0,0.0,434.34,NJ
03/01/2023,SO1346,Harbor Wholesale,Spring Water 24pk,Crestline,Snacks,44,32.35,111.03,20.13,1981.58,0.0,1850.42,NJ
03/01/2023,SO1347,Pine Street Deli,Cola 12pk,Crestline,Personal Care,77,8.85,53.15,41.75,980.78,0.0,885.88,MD
03/01/2023,SO1348,Pine Street Deli,Spring Water 24pk,Vanta,Snacks,8,8.56,5.34,45.03,139.39,0.0,89.02,PA
03/01/2023,SO1349,Maple Grocers,Dish Soap,Crestline,Household,102,14.44,114.88,0.92,2030.54,0.0,1914.74,NJ
03/01/2023,SO1350,Lakeside Provisions,Hand Lotion,Crestline,Personal Care,22,25.25,43.33,40.75,806.23,0.0,722.15,CT
03/01/2023,SO1351,Summit Foods,Hand Lotion,Crestline,Personal Care,45,14.51,50.93,27.71,927.48,0.0,848.84,PA
03/01/2023,SO1352,Riverside Market,Hand Lotion,Crestline,Beverages,29,23.89,54.04,36.01,990.7,0.0,900.65,CT
03/01/2023,SO1353,Birch & Co,Dish Soap,Northwind,Household,110,8.88,76.19,13.18,1359.21,0.0,1269.84,NJ
03/01/2023,SO1354,Oakwood Retail,Dish Soap,Aurora,Household,35,39.7,108.38,29.87,1944.6,0.0,1806.35,CT
03/01/2023,SO1355,Summit Foods,Hand Lotion,Vanta,Household,16,29.59,36.93,24.71,677.11,0.0,615.47,CT
03/01/2023,SO1356,Oakwood Retail,Cola 12pk,Aurora,Personal Care,14,41.41,45.22,20.94,819.82,0.0,753.66,PA
03/01/2023,SO1357,Riverside Market,Hand Lotion,Aurora,Household,96,35.38,264.93,21.1,4701.45,0.0,4415.42,MA
03/01/2023,SO1358,Maple Grocers,Trail Mix,Northwind,Personal Care,6,9.98,4.67,36.9,119.41,0.0,77.84,NJ
03/01/2023,SO1359,Riverside Market,Trail Mix,Northwind,Household,55,6.79,29.13,38.55,553.16,0.0,485.48,PA
03/01/2023,SO1360,Willow Distributors,Spring Water 24pk,Vanta,Snacks,33,19.35,49.81,14.43,894.36,0.0,830.12,DE
03/01/2023,SO1361,Oakwood Retail,Dish Soap,Vanta,Personal Care,40,33.2,103.58,14.86,1844.84,0.0,1726.4,MD
03/01/2023,SO1362,Willow Distributors,Trail Mix,Aurora,Household,103,42.87,344.42,19.83,6104.54,0.0,5740.29,CT
03/01/2023,SO1363,Pine Street Deli,Trail Mix,Crestline,Beverages,28,42.35,92.49,36.63,1670.66,0.0,1541.54,NJ
03/01/2023,SO1364,Cedar Mart,Cola 12pk,Northwind,Personal Care,37,14.34,41.38,26.99,758.12,0.0,689.75,MA
03/01/2023,SO1365,Pine Street Deli,Dish Soap,Aurora,Personal Care,87,27.99,189.94,2.57,3358.18,0.0,3165.67,NY
03/01/2023,SO1366,Cedar Mart,Trail Mix,Crestline,Beverages,66,43.12,221.98,7.73,3929.41,0.0,3699.7,NY
03/01/2023,SO1367,Cedar Mart,Trail Mix,Aurora,Personal Care,77,35.38,212.49,5.33,3759.36,0.0,3541.54,NJ
03/01/2023,SO1368,Oakwood Retail,Spring Water 24pk,Crestline,Household,77,17.76,106.67,20.64,1905.09,0.0,1777.78,PA
03/01/2023,SO1369,Summit Foods,Dish Soap,Northwind,Snacks,65,31.91,161.78,21.74,2879.92,0.0,2696.4,NJ
03/01/2023,SO1370,Summit Foods,Trail Mix,Northwind,Personal Care,43,6.19,20.76,3.89,370.67,0.0,346.02,NJ
03/01/2023,SO1371,Birch & Co,Cola 12pk,Crestline,Household,112,32.18,281.12,13.61,4980.14,0.0,4685.41,CT
03/01/2023,SO1372,Birch & Co,Damaged,Aurora,Beverages,1,8.75,0.0,0.0,0.0,0.0,762.68,MA
04/01/2023,SO1373,Cedar Mart,Cola 12pk,Vanta,Personal Care,117,10.78,95.74,27.1,1718.54,0.0,1595.7,MD
04/01/2023,SO1374,Willow Distributors,Spring Water 24pk,Vanta,Snacks,92,34.85,243.38,31.95,4331.71,0.0,4056.38,PA
04/01/2023,SO1375,Cedar Mart,Hand Lotion,Aurora,Household,85,30.67,197.89,34.61,3530.73,0.0,3298.23,NY
04/01/2023,SO1376,Summit Foods,Hand Lotion,Northwind,Beverages,74,44.18,248.17,45.17,4429.57,0.0,4136.23,MD
04/01/2023,SO1377,Birch & Co,Trail Mix,Aurora,Household,16,12.29,14.93,49.38,313.09,0.0,248.78,NY
04/01/2023,SO1378,Oakwood Retail,Trail Mix,Northwind,Household,113,31.14,267.11,2.21,4721.21,0.0,4451.89,MA
04/01/2023,SO1379,Riverside Market,Dish Soap,Crestline,Snacks,20,41.86,63.55,9.03,1131.78,0.0,1059.2,DE
04/01/2023,SO1380,Summit Foods,Dish Soap,Crestline,Beverages,89,22.87,154.51,15.64,2745.31,0.0,2575.16,MA
04/01/2023,SO1381,Willow Distributors,Cola 12pk,Northwind,Snacks,83,32.29,203.44,14.87,3609.05,0.0,3390.74,NY
04/01/2023,SO1382,Willow Distributors,Spring Water 24pk,Crestline,Beverages,52,7.84,30.95,21.09,567.82,0.0,515.78,NJ
04/01/2023,SO1383,Willow Distributors,Dish Soap,Aurora,Snacks,97,22.92,168.77,43.1,3024.64,0.0,2812.77,MD
04/01/2023,SO1384,Willow Distributors,Spring Water 24pk,Vanta,Personal Care,43,22.12,72.2,26.12,1301.7,0.0,1203.38,DE
04/01/2023,SO1385,Pine Street Deli,Hand Lotion,Crestline,Snacks,107,4.55,36.96,29.81,682.72,0.0,615.95,MD
04/01/2023,SO1386,Pine Street Deli,Hand Lotion,Vanta,Beverages,103,26.55,207.59,24.05,3691.43,0.0,3459.79,DE
04/01/2023,SO1387,Summit Foods,Hand Lotion,Aurora,Personal Care,7,32.24,17.13,16.99,319.64,0.0,285.52,CT
04/01/2023,SO1388,Harbor Wholesale,Dish Soap,Vanta,Snacks,59,19.99,89.53,28.62,1610.3,0.0,1492.15,PA
04/01/2023,SO1389,Oakwood Retail,Hand Lotion,Crestline,Snacks,117,25.61,227.45,33.08,4051.44,0.0,3790.91,MD
04/01/2023,SO1390,Birch & Co,Cola 12pk,Crestline,Beverages,17,29.29,37.8,44.3,712.06,0.0,629.96,PA
04/01/2023,SO1391,Cedar Mart,Spring Water 24pk,Northwind,Household,46,39.82,139.05,20.88,2477.36,0.0,2317.43,CT
04/01/2023,SO1392,Summit Foods,Spring Water 24pk,Northwind,Beverages,103,39.54,309.15,1.06,5462.75,0.0,5152.54,PA
04/01/2023,SO1393,Willow Distributors,Hand Lotion,Vanta,Snacks,17,25.22,32.55,46.95,621.93,0.0,542.43,MD
04/01/2023,SO1394,Oakwood Retail,Cola 12pk,Northwind,Household,103,5.94,46.44,0.47,820.96,0.0,774.05,NY
04/01/2023,SO1395,Cedar Mart,Cola 12pk,Northwind,Personal Care,33,35.22,88.23,20.1,1578.78,0.0,1470.45,CT
04/01/2023,SO1396,Cedar Mart,Spring Water 24pk,Crestline,Beverages,112,29.36,249.62,43.68,4453.57,0.0,4160.27,CT
05/01/2023,SO1397,Harbor Wholesale,Trail Mix,Vanta,Household,107,24.95,187.41,36.61,3347.51,0.0,3123.49,NJ
05/01/2023,SO1398,Pine Street Deli,Hand Lotion,Aurora,Personal Care,53,7.64,28.43,17.73,519.92,0.0,473.76,PA
05/01/2023,SO1399,Riverside Market,Hand Lotion,Aurora,Snacks,34,38.82,92.66,35.78,1672.7,0.0,1544.26,PA
05/01/2023,SO1400,Lakeside Provisions,Dish Soap,Crestline,Beverages,41,4.77,13.73,0.89,243.44,0.0,228.82,CT
05/01/2023,SO1401,Willow Distributors,Cola 12pk,Aurora,Snacks,114,4.89,39.13,5.47,696.83,0.0,652.23,PA
05/01/2023,SO1402,Riverside Market,Hand Lotion,Crestline,Personal Care,92,8.23,53.15,47.82,986.85,0.0,885.88,MD
05/01/2023,SO1403,Willow Distributors,Cola 12pk,Crestline,Beverages,41,36.03,103.7,4.47,1836.53,0.0,1728.36,NY
05/01/2023,SO1404,Lakeside Provisions,Dish Soap,Aurora,Household,74,44.26,229.92,44.21,4106.16,0.0,3832.03,MA
05/01/2023,SO1405,Summit Foods,Trail Mix,Crestline,Personal Care,92,22.63,146.15,30.67,2612.71,0.0,2435.89,MA
